


 TIME HISTORY FOR STORY NO.  5



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.15342E-05     .31055E-10    -.52502E-03     .17153E-03    -.12986E-04         .000      .000
    .020    -.27761E-06     .80130E-07     .97963E-03    -.10149E-02    -.55416E-04         .000      .000
    .030    -.26816E-05     .13900E-06     .96043E-02    -.10857E-02    -.10566E-03         .000      .000
    .040    -.23683E-05    -.57522E-07    -.19457E-02     .20180E-02    -.15385E-03         .000      .000
    .050    -.59766E-05    -.59842E-07     .49956E-02    -.41641E-03    -.26519E-03         .000      .000
    .060    -.79643E-05    -.12899E-06     .72056E-02    -.76035E-03    -.46466E-03         .000      .000
    .070    -.15406E-04    -.19009E-06     .17038E-01    -.23876E-02    -.70364E-03         .000      .000
    .080    -.22163E-04    -.38731E-06     .22765E-01    -.23615E-02    -.98227E-03         .000      .000
    .090    -.35236E-04    -.68529E-06     .44195E-01    -.39919E-02    -.13134E-02         .000      .000
    .100    -.48590E-04    -.15646E-05     .56123E-01    -.17863E-02    -.16943E-02         .000      .000
    .110    -.69222E-04    -.31035E-05     .77146E-01    -.14610E-02    -.21039E-02         .000      .000
    .120    -.90810E-04    -.57275E-05     .89994E-01     .18908E-03    -.25583E-02         .000      .000
    .130    -.12050E-03    -.95544E-05     .11290E+00    -.10858E-02    -.30452E-02         .000      .000
    .140    -.15172E-03    -.15078E-04     .12342E+00    -.13537E-03    -.35350E-02         .000      .000
    .150    -.18954E-03    -.22386E-04     .14077E+00    -.14158E-02    -.35256E-02         .000      .000
    .160    -.22164E-03    -.32000E-04     .14551E+00     .40657E-03    -.33414E-02         .000      .000
    .170    -.25940E-03    -.44462E-04     .13563E+00     .82257E-02    -.40583E-02         .000      .000
    .180    -.30524E-03    -.60146E-04     .49242E-01     .25106E-01    -.55119E-02         .000      .000
    .190    -.37068E-03    -.76529E-04    -.16609E-01     .15235E-01    -.72859E-02         .000      .000
    .200    -.45216E-03    -.91565E-04     .28014E-01    -.21163E-01    -.94140E-02         .000      .000
    .210    -.55884E-03    -.10621E-03     .15546E+00    -.46208E-01    -.11489E-01         .000      .000
    .220    -.67976E-03    -.12336E-03     .25383E+00    -.31195E-01    -.12910E-01         .000      .000
    .230    -.81546E-03    -.14511E-03     .32921E+00     .54271E-02    -.13862E-01         .000      .000
    .240    -.95584E-03    -.17401E-03     .34620E+00     .48269E-01    -.14476E-01         .000      .000
    .250    -.11038E-02    -.21126E-03     .31284E+00     .69282E-01    -.14737E-01         .000      .000
    .260    -.12477E-02    -.25682E-03     .24599E+00     .58710E-01    -.14121E-01         .000      .000
    .270    -.13795E-02    -.30989E-03     .17445E+00     .28418E-01    -.11472E-01         .000      .000
    .280    -.14718E-02    -.37063E-03     .36394E-01     .18308E-01    -.72297E-02         .000      .000
    .290    -.15227E-02    -.43920E-03    -.25762E+00     .57034E-01    -.25651E-02         .000      .000
    .300    -.15232E-02    -.51334E-03    -.80305E+00     .12952E+00     .20614E-02         .000      .000
