


 TIME HISTORY FOR STORY NO.  5



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.30242E-05    -.15929E-09    -.61265E-03     .46037E-03    -.57644E-03         .000      .000
    .020    -.11689E-04     .11772E-06    -.37738E-02     .29254E-03    -.12192E-02         .000      .000
    .030    -.27653E-04     .83812E-06     .16066E-01    -.66665E-02    -.19368E-02         .000      .000
    .040    -.50829E-04     .20659E-05     .73258E-01    -.15716E-01    -.27713E-02         .000      .000
    .050    -.83037E-04     .26801E-05     .13809E+00    -.15105E-01    -.35900E-02         .000      .000
    .060    -.12168E-03     .15028E-05     .18584E+00    -.53240E-02    -.41278E-02         .000      .000
    .070    -.16472E-03    -.22575E-05     .23013E+00     .36126E-02    -.44051E-02         .000      .000
    .080    -.20943E-03    -.96909E-05     .25924E+00     .10866E-01    -.45756E-02         .000      .000
    .090    -.25651E-03    -.21641E-04     .25285E+00     .16042E-01    -.48312E-02         .000      .000
    .100    -.30769E-03    -.38034E-04     .21179E+00     .15748E-01    -.55798E-02         .000      .000
    .110    -.36992E-03    -.57925E-04     .15860E+00     .76420E-02    -.68700E-02         .000      .000
    .120    -.44525E-03    -.79976E-04     .11857E+00    -.71606E-02    -.82067E-02         .000      .000
    .130    -.53299E-03    -.10318E-03     .12699E+00    -.23115E-01    -.92195E-02         .000      .000
    .140    -.62891E-03    -.12828E-03     .15739E+00    -.20655E-01    -.10008E-01         .000      .000
    .150    -.73109E-03    -.15707E-03     .14313E+00     .89498E-02    -.10180E-01         .000      .000
    .160    -.82878E-03    -.19035E-03     .66647E-01     .44206E-01    -.92440E-02         .000      .000
    .170    -.91424E-03    -.22779E-03    -.26161E-01     .60114E-01    -.77903E-02         .000      .000
    .180    -.98415E-03    -.26937E-03    -.16452E+00     .64085E-01    -.62001E-02         .000      .000
    .190    -.10376E-02    -.31370E-03    -.37756E+00     .59989E-01    -.44131E-02         .000      .000
    .200    -.10695E-02    -.35717E-03    -.60737E+00     .41797E-01    -.17633E-02         .000      .000
    .210    -.10686E-02    -.39625E-03    -.80475E+00     .21016E-01     .21740E-02         .000      .000
    .220    -.10241E-02    -.42922E-03    -.10080E+01     .26499E-01     .67079E-02         .000      .000
    .230    -.93610E-03    -.45503E-03    -.13047E+01     .70406E-01     .10733E-01         .000      .000
    .240    -.81713E-03    -.47000E-03    -.16916E+01     .11595E+00     .12433E-01         .000      .000
    .250    -.69316E-03    -.46687E-03    -.20149E+01     .10492E+00     .12402E-01         .000      .000
    .260    -.57402E-03    -.43766E-03    -.20683E+01     .13743E-01     .10894E-01         .000      .000
    .270    -.48603E-03    -.37930E-03    -.17510E+01    -.97673E-01     .62034E-02         .000      .000
    .280    -.45527E-03    -.29642E-03    -.12621E+01    -.12901E+00    -.62028E-04         .000      .000
    .290    -.48681E-03    -.19459E-03    -.64985E+00    -.98856E-01    -.62163E-02         .000      .000
    .300    -.57485E-03    -.81430E-04     .21735E+00    -.64842E-01    -.10956E-01         .000      .000
