


 TIME HISTORY FOR STORY NO.  6



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.61401E-06    -.34846E-09    -.56453E-05     .71921E-05    -.53602E-05         .000      .000
    .020    -.11241E-06    -.13640E-08    -.67396E-03     .20566E-03    -.21078E-04         .000      .000
    .030    -.10197E-05     .52964E-07    -.22266E-03    -.11402E-03    -.32871E-04         .000      .000
    .040    -.82695E-06     .12038E-06     .30133E-02    -.61607E-03    -.60619E-04         .000      .000
    .050    -.23100E-05     .80617E-07     .20925E-02    -.27369E-03    -.11249E-03         .000      .000
    .060    -.31720E-05     .13668E-07     .12676E-02    -.10818E-03    -.19251E-03         .000      .000
    .070    -.61870E-05    -.24510E-07     .83469E-03    -.99970E-04    -.28120E-03         .000      .000
    .080    -.88577E-05     .73570E-08     .30881E-02    -.56226E-03    -.38774E-03         .000      .000
    .090    -.14008E-04     .86259E-07     .68555E-02    -.14446E-02    -.51493E-03         .000      .000
    .100    -.19283E-04     .15285E-06     .15365E-01    -.31463E-02    -.67934E-03         .000      .000
    .110    -.27699E-04    -.10104E-07     .24406E-01    -.48218E-02    -.87536E-03         .000      .000
    .120    -.36931E-04    -.60661E-06     .33625E-01    -.63581E-02    -.11127E-02         .000      .000
    .130    -.50026E-04    -.18248E-05     .39736E-01    -.73417E-02    -.13730E-02         .000      .000
    .140    -.64435E-04    -.37479E-05     .45540E-01    -.82519E-02    -.16461E-02         .000      .000
    .150    -.82292E-04    -.64743E-05     .49331E-01    -.89554E-02    -.17236E-02         .000      .000
    .160    -.98715E-04    -.10059E-04     .54668E-01    -.10046E-01    -.17432E-02         .000      .000
    .170    -.11844E-03    -.14682E-04     .62112E-01    -.11536E-01    -.21489E-02         .000      .000
    .180    -.14291E-03    -.20819E-04     .66137E-01    -.10981E-01    -.29177E-02         .000      .000
    .190    -.17716E-03    -.28885E-04     .35961E-01    -.25606E-02    -.37938E-02         .000      .000
    .200    -.21856E-03    -.37692E-04    -.22244E-01     .91378E-02    -.46030E-02         .000      .000
    .210    -.26839E-03    -.44857E-04    -.51097E-01     .11346E-01    -.51704E-02         .000      .000
    .220    -.32123E-03    -.49324E-04    -.30588E-02    -.19370E-02    -.55155E-02         .000      .000
    .230    -.37906E-03    -.52876E-04     .10222E+00    -.23793E-01    -.59647E-02         .000      .000
    .240    -.44137E-03    -.59033E-04     .21344E+00    -.43284E-01    -.66638E-02         .000      .000
    .250    -.51277E-03    -.71252E-04     .26924E+00    -.49302E-01    -.74894E-02         .000      .000
    .260    -.58999E-03    -.90925E-04     .24015E+00    -.38965E-01    -.79640E-02         .000      .000
    .270    -.66847E-03    -.11669E-03     .14733E+00    -.19679E-01    -.73732E-02         .000      .000
    .280    -.73439E-03    -.14566E-03     .52263E-01    -.37367E-02    -.58688E-02         .000      .000
    .290    -.78506E-03    -.17599E-03    -.40558E-02     .38798E-02    -.41274E-02         .000      .000
    .300    -.81759E-03    -.20832E-03    -.52102E-01     .14471E-01    -.25727E-02         .000      .000
