


 TIME HISTORY FOR STORY NO.  5



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.14401E-05    -.75854E-10    -.29174E-03     .21923E-03    -.27449E-03         .000      .000
    .020    -.55661E-05     .56058E-07    -.17970E-02     .13931E-03    -.58057E-03         .000      .000
    .030    -.13168E-04     .39911E-06     .76506E-02    -.31745E-02    -.92229E-03         .000      .000
    .040    -.24204E-04     .98376E-06     .34885E-01    -.74839E-02    -.13197E-02         .000      .000
    .050    -.39541E-04     .12763E-05     .65756E-01    -.71927E-02    -.17095E-02         .000      .000
    .060    -.57943E-04     .71562E-06     .88494E-01    -.25352E-02    -.19656E-02         .000      .000
    .070    -.78437E-04    -.10750E-05     .10958E+00     .17203E-02    -.20977E-02         .000      .000
    .080    -.99727E-04    -.46147E-05     .12345E+00     .51745E-02    -.21789E-02         .000      .000
    .090    -.12215E-03    -.10305E-04     .12040E+00     .76388E-02    -.23006E-02         .000      .000
    .100    -.14652E-03    -.18112E-04     .10085E+00     .74991E-02    -.26570E-02         .000      .000
    .110    -.17615E-03    -.27583E-04     .75526E-01     .36391E-02    -.32714E-02         .000      .000
    .120    -.21202E-03    -.38084E-04     .56460E-01    -.34098E-02    -.39080E-02         .000      .000
    .130    -.25380E-03    -.49132E-04     .60471E-01    -.11007E-01    -.43903E-02         .000      .000
    .140    -.29948E-03    -.61085E-04     .74949E-01    -.98355E-02    -.47659E-02         .000      .000
    .150    -.34814E-03    -.74793E-04     .68155E-01     .42618E-02    -.48478E-02         .000      .000
    .160    -.39466E-03    -.90644E-04     .31737E-01     .21050E-01    -.44019E-02         .000      .000
    .170    -.43535E-03    -.10847E-03    -.12458E-01     .28626E-01    -.37097E-02         .000      .000
    .180    -.46864E-03    -.12827E-03    -.78344E-01     .30517E-01    -.29525E-02         .000      .000
    .190    -.49408E-03    -.14938E-03    -.17979E+00     .28566E-01    -.21015E-02         .000      .000
    .200    -.50930E-03    -.17008E-03    -.28922E+00     .19903E-01    -.83967E-03         .000      .000
    .210    -.50884E-03    -.18869E-03    -.38322E+00     .10008E-01     .10352E-02         .000      .000
    .220    -.48766E-03    -.20439E-03    -.48000E+00     .12618E-01     .31942E-02         .000      .000
    .230    -.44576E-03    -.21668E-03    -.62127E+00     .33527E-01     .51108E-02         .000      .000
    .240    -.38911E-03    -.22381E-03    -.80553E+00     .55213E-01     .59205E-02         .000      .000
    .250    -.33008E-03    -.22232E-03    -.95949E+00     .49964E-01     .59058E-02         .000      .000
    .260    -.27334E-03    -.20841E-03    -.98490E+00     .65444E-02     .51877E-02         .000      .000
    .270    -.23144E-03    -.18062E-03    -.83380E+00    -.46511E-01     .29540E-02         .000      .000
    .280    -.21680E-03    -.14115E-03    -.60098E+00    -.61434E-01    -.29537E-04         .000      .000
    .290    -.23182E-03    -.92662E-04    -.30945E+00    -.47074E-01    -.29601E-02         .000      .000
    .300    -.27374E-03    -.38776E-04     .10350E+00    -.30877E-01    -.52173E-02         .000      .000
