


 TIME HISTORY FOR STORY NO.  3



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.20377E-05     .42026E-07     .10610E-01    -.28561E-02    -.39402E-03         .000      .000
    .020    -.81370E-05    -.36724E-06     .45675E-01    -.41127E-02    -.86991E-03         .000      .000
    .030    -.19414E-04    -.25604E-05     .57894E-01     .35735E-02    -.13403E-02         .000      .000
    .040    -.34631E-04    -.72278E-05     .23857E-01     .16424E-01    -.17197E-02         .000      .000
    .050    -.53294E-04    -.14012E-04    -.34317E-01     .24292E-01    -.19473E-02         .000      .000
    .060    -.72859E-04    -.22503E-04    -.11059E+00     .31890E-01    -.19568E-02         .000      .000
    .070    -.91818E-04    -.31924E-04    -.20540E+00     .37979E-01    -.17850E-02         .000      .000
    .080    -.10834E-03    -.40968E-04    -.28733E+00     .41267E-01    -.15483E-02         .000      .000
    .090    -.12310E-03    -.48531E-04    -.32066E+00     .38509E-01    -.14065E-02         .000      .000
    .100    -.13778E-03    -.54632E-04    -.29455E+00     .33731E-01    -.16537E-02         .000      .000
    .110    -.15748E-03    -.60488E-04    -.21298E+00     .27493E-01    -.22922E-02         .000      .000
    .120    -.18353E-03    -.68772E-04    -.13889E+00     .33649E-01    -.28972E-02         .000      .000
    .130    -.21390E-03    -.81672E-04    -.16094E+00     .49894E-01    -.30518E-02         .000      .000
    .140    -.24335E-03    -.98743E-04    -.28478E+00     .61488E-01    -.28476E-02         .000      .000
    .150    -.26978E-03    -.11726E-03    -.42563E+00     .53691E-01    -.23226E-02         .000      .000
    .160    -.28848E-03    -.13490E-03    -.55494E+00     .45326E-01    -.13932E-02         .000      .000
    .170    -.29731E-03    -.14911E-03    -.66232E+00     .35948E-01    -.36849E-03         .000      .000
    .180    -.29623E-03    -.15705E-03    -.65475E+00     .15908E-01     .54141E-03         .000      .000
    .190    -.28684E-03    -.15842E-03    -.51546E+00    -.84461E-02     .13480E-02         .000      .000
    .200    -.26783E-03    -.15540E-03    -.33489E+00    -.24962E-01     .25907E-02         .000      .000
    .210    -.23205E-03    -.14982E-03    -.23463E+00    -.33581E-01     .47205E-02         .000      .000
    .220    -.17231E-03    -.13991E-03    -.21714E+00    -.59488E-01     .71700E-02         .000      .000
    .230    -.91867E-04    -.12119E-03    -.12114E+00    -.12492E+00     .86547E-02         .000      .000
    .240    -.81108E-05    -.91854E-04     .18858E+00    -.20769E+00     .74873E-02         .000      .000
    .250     .50968E-04    -.56332E-04     .72623E+00    -.26509E+00     .42701E-02         .000      .000
    .260     .74657E-04    -.25966E-04     .11765E+01    -.23198E+00     .27240E-03         .000      .000
    .270     .53851E-04    -.91077E-05     .13448E+01    -.16526E+00    -.45286E-02         .000      .000
    .280    -.15752E-04    -.97447E-05     .13316E+01    -.10879E+00    -.92736E-02         .000      .000
    .290    -.12923E-03    -.32872E-04     .97787E+00    -.21139E-01    -.13289E-01         .000      .000
    .300    -.27564E-03    -.77894E-04     .20716E+00     .95953E-01    -.15546E-01         .000      .000
