


 TIME HISTORY FOR STORY NO.  5



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.20161E-05    -.10620E-09    -.40843E-03     .30692E-03    -.38429E-03         .000      .000
    .020    -.77925E-05     .78481E-07    -.25158E-02     .19503E-03    -.81280E-03         .000      .000
    .030    -.18436E-04     .55875E-06     .10711E-01    -.44443E-02    -.12912E-02         .000      .000
    .040    -.33886E-04     .13773E-05     .48839E-01    -.10477E-01    -.18475E-02         .000      .000
    .050    -.55358E-04     .17868E-05     .92059E-01    -.10070E-01    -.23934E-02         .000      .000
    .060    -.81120E-04     .10019E-05     .12389E+00    -.35493E-02    -.27519E-02         .000      .000
    .070    -.10981E-03    -.15050E-05     .15342E+00     .24084E-02    -.29367E-02         .000      .000
    .080    -.13962E-03    -.64606E-05     .17283E+00     .72443E-02    -.30504E-02         .000      .000
    .090    -.17101E-03    -.14427E-04     .16857E+00     .10694E-01    -.32208E-02         .000      .000
    .100    -.20513E-03    -.25356E-04     .14119E+00     .10499E-01    -.37198E-02         .000      .000
    .110    -.24661E-03    -.38617E-04     .10574E+00     .50947E-02    -.45800E-02         .000      .000
    .120    -.29683E-03    -.53317E-04     .79044E-01    -.47737E-02    -.54712E-02         .000      .000
    .130    -.35532E-03    -.68785E-04     .84660E-01    -.15410E-01    -.61464E-02         .000      .000
    .140    -.41927E-03    -.85519E-04     .10493E+00    -.13770E-01    -.66723E-02         .000      .000
    .150    -.48739E-03    -.10471E-03     .95417E-01     .59666E-02    -.67869E-02         .000      .000
    .160    -.55252E-03    -.12690E-03     .44431E-01     .29471E-01    -.61626E-02         .000      .000
    .170    -.60949E-03    -.15186E-03    -.17441E-01     .40076E-01    -.51936E-02         .000      .000
    .180    -.65610E-03    -.17958E-03    -.10968E+00     .42723E-01    -.41334E-02         .000      .000
    .190    -.69172E-03    -.20913E-03    -.25171E+00     .39992E-01    -.29421E-02         .000      .000
    .200    -.71302E-03    -.23811E-03    -.40491E+00     .27864E-01    -.11755E-02         .000      .000
    .210    -.71238E-03    -.26417E-03    -.53650E+00     .14011E-01     .14493E-02         .000      .000
    .220    -.68273E-03    -.28615E-03    -.67200E+00     .17666E-01     .44719E-02         .000      .000
    .230    -.62407E-03    -.30335E-03    -.86978E+00     .46937E-01     .71551E-02         .000      .000
    .240    -.54475E-03    -.31333E-03    -.11277E+01     .77298E-01     .82887E-02         .000      .000
    .250    -.46211E-03    -.31124E-03    -.13433E+01     .69950E-01     .82682E-02         .000      .000
    .260    -.38268E-03    -.29177E-03    -.13789E+01     .91621E-02     .72628E-02         .000      .000
    .270    -.32402E-03    -.25287E-03    -.11673E+01    -.65115E-01     .41356E-02         .000      .000
    .280    -.30351E-03    -.19761E-03    -.84137E+00    -.86008E-01    -.41352E-04         .000      .000
    .290    -.32454E-03    -.12973E-03    -.43323E+00    -.65904E-01    -.41442E-02         .000      .000
    .300    -.38323E-03    -.54286E-04     .14490E+00    -.43228E-01    -.73042E-02         .000      .000
