


 TIME HISTORY FOR STORY NO.  1



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.58111E-06    -.58111E-06    -.33021E-01     .85738E-02    -.94358E-04         .000      .000
    .020    -.17055E-05    -.17055E-05    -.82418E-01     .13854E-01    -.13688E-03         .000      .000
    .030    -.31910E-05    -.31910E-05    -.13467E+00     .16303E-01    -.14448E-03         .000      .000
    .040    -.46240E-05    -.46240E-05    -.17048E+00     .16571E-01    -.15559E-03         .000      .000
    .050    -.61913E-05    -.61913E-05    -.20731E+00     .16512E-01    -.13889E-03         .000      .000
    .060    -.73444E-05    -.73444E-05    -.21528E+00     .12034E-01    -.10081E-03         .000      .000
    .070    -.82018E-05    -.82018E-05    -.21100E+00     .78277E-02    -.63321E-04         .000      .000
    .080    -.87508E-05    -.87508E-05    -.19736E+00     .51350E-02    -.63224E-04         .000      .000
    .090    -.95553E-05    -.95553E-05    -.20813E+00     .78677E-02    -.92610E-04         .000      .000
    .100    -.10867E-04    -.10867E-04    -.25079E+00     .17703E-01    -.19503E-03         .000      .000
    .110    -.13349E-04    -.13349E-04    -.35030E+00     .32049E-01    -.27497E-03         .000      .000
    .120    -.16012E-04    -.16012E-04    -.43246E+00     .35789E-01    -.24849E-03         .000      .000
    .130    -.17965E-04    -.17965E-04    -.45633E+00     .28316E-01    -.11906E-03         .000      .000
    .140    -.18560E-04    -.18560E-04    -.40687E+00     .17381E-01    -.29482E-04         .000      .000
    .150    -.18457E-04    -.18457E-04    -.33535E+00     .63610E-02     .79030E-04         .000      .000
    .160    -.16957E-04    -.16957E-04    -.20038E+00    -.12806E-01     .20147E-03         .000      .000
    .170    -.14766E-04    -.14766E-04    -.59399E-01    -.24696E-01     .22447E-03         .000      .000
    .180    -.12678E-04    -.12678E-04     .42974E-01    -.27616E-01     .18480E-03         .000      .000
    .190    -.10907E-04    -.10907E-04     .10493E+00    -.27305E-01     .18873E-03         .000      .000
    .200    -.82524E-05    -.82524E-05     .20069E+00    -.38951E-01     .38128E-03         .000      .000
    .210    -.27906E-05    -.27906E-05     .42043E+00    -.67618E-01     .72369E-03         .000      .000
    .220     .57429E-05     .57429E-05     .74054E+00    -.92731E-01     .93564E-03         .000      .000
    .230     .14873E-04     .14873E-04     .10124E+01    -.91708E-01     .83732E-03         .000      .000
    .240     .20859E-04     .20859E-04     .10753E+01    -.49702E-01     .26182E-03         .000      .000
    .250     .20522E-04     .20522E-04     .85343E+00     .12165E-02    -.22924E-03         .000      .000
    .260     .16591E-04     .16591E-04     .57708E+00     .29145E-01    -.60227E-03         .000      .000
    .270     .80550E-05     .80550E-05     .16009E+00     .74829E-01    -.11023E-02         .000      .000
    .280    -.45550E-05    -.45550E-05    -.34882E+00     .11036E+00    -.13507E-02         .000      .000
    .290    -.18273E-04    -.18273E-04    -.77709E+00     .11740E+00    -.13868E-02         .000      .000
    .300    -.31561E-04    -.31561E-04    -.10797E+01     .96789E-01    -.12149E-02         .000      .000
