


 TIME HISTORY FOR STORY NO.  3



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.72775E-06     .15009E-07     .37893E-02    -.10200E-02    -.14072E-03         .000      .000
    .020    -.29061E-05    -.13116E-06     .16313E-01    -.14688E-02    -.31068E-03         .000      .000
    .030    -.69335E-05    -.91443E-06     .20676E-01     .12762E-02    -.47866E-03         .000      .000
    .040    -.12368E-04    -.25813E-05     .85202E-02     .58656E-02    -.61419E-03         .000      .000
    .050    -.19034E-04    -.50042E-05    -.12256E-01     .86756E-02    -.69547E-03         .000      .000
    .060    -.26021E-04    -.80369E-05    -.39495E-01     .11389E-01    -.69886E-03         .000      .000
    .070    -.32792E-04    -.11401E-04    -.73358E-01     .13564E-01    -.63750E-03         .000      .000
    .080    -.38694E-04    -.14631E-04    -.10262E+00     .14738E-01    -.55296E-03         .000      .000
    .090    -.43963E-04    -.17333E-04    -.11452E+00     .13753E-01    -.50231E-03         .000      .000
    .100    -.49206E-04    -.19512E-04    -.10520E+00     .12047E-01    -.59060E-03         .000      .000
    .110    -.56243E-04    -.21603E-04    -.76064E-01     .98189E-02    -.81865E-03         .000      .000
    .120    -.65545E-04    -.24561E-04    -.49604E-01     .12018E-01    -.10347E-02         .000      .000
    .130    -.76395E-04    -.29169E-04    -.57480E-01     .17819E-01    -.10899E-02         .000      .000
    .140    -.86910E-04    -.35265E-04    -.10171E+00     .21960E-01    -.10170E-02         .000      .000
    .150    -.96352E-04    -.41879E-04    -.15201E+00     .19175E-01    -.82950E-03         .000      .000
    .160    -.10303E-03    -.48179E-04    -.19819E+00     .16188E-01    -.49758E-03         .000      .000
    .170    -.10618E-03    -.53252E-04    -.23654E+00     .12839E-01    -.13160E-03         .000      .000
    .180    -.10580E-03    -.56090E-04    -.23384E+00     .56814E-02     .19336E-03         .000      .000
    .190    -.10244E-03    -.56579E-04    -.18409E+00    -.30165E-02     .48144E-03         .000      .000
    .200    -.95652E-04    -.55502E-04    -.11960E+00    -.89148E-02     .92526E-03         .000      .000
    .210    -.82875E-04    -.53508E-04    -.83795E-01    -.11993E-01     .16859E-02         .000      .000
    .220    -.61539E-04    -.49966E-04    -.77550E-01    -.21246E-01     .25607E-02         .000      .000
    .230    -.32810E-04    -.43281E-04    -.43264E-01    -.44613E-01     .30910E-02         .000      .000
    .240    -.28967E-05    -.32805E-04     .67350E-01    -.74176E-01     .26740E-02         .000      .000
    .250     .18203E-04    -.20119E-04     .25937E+00    -.94673E-01     .15250E-02         .000      .000
    .260     .26663E-04    -.92736E-05     .42017E+00    -.82849E-01     .97287E-04         .000      .000
    .270     .19233E-04    -.32527E-05     .48027E+00    -.59023E-01    -.16174E-02         .000      .000
    .280    -.56259E-05    -.34803E-05     .47558E+00    -.38852E-01    -.33120E-02         .000      .000
    .290    -.46152E-04    -.11740E-04     .34924E+00    -.75496E-02    -.47462E-02         .000      .000
    .300    -.98444E-04    -.27819E-04     .73985E-01     .34269E-01    -.55523E-02         .000      .000
