


 TIME HISTORY FOR STORY NO.  1



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.51306E-06    -.51306E-06    -.26952E-01     .12859E-02     .39425E-04         .000      .000
    .020     .26912E-06     .26912E-06     .23316E-01    -.25046E-02    -.39413E-04         .000      .000
    .030    -.68553E-06    -.68553E-06    -.37284E-01     .49340E-02     .12286E-04         .000      .000
    .040    -.47149E-07    -.47149E-07     .95153E-02    -.10577E-02    -.49741E-04         .000      .000
    .050    -.11957E-05    -.11957E-05    -.57060E-01     .77397E-02    -.19800E-04         .000      .000
    .060    -.10011E-05    -.10011E-05    -.28572E-01     .42991E-02    -.10412E-03         .000      .000
    .070    -.26846E-05    -.26846E-05    -.11216E+00     .13063E-01    -.65061E-04         .000      .000
    .080    -.28470E-05    -.28470E-05    -.87571E-01     .81394E-02    -.13415E-03         .000      .000
    .090    -.48166E-05    -.48166E-05    -.17299E+00     .16704E-01    -.93006E-04         .000      .000
    .100    -.52848E-05    -.52848E-05    -.15186E+00     .12034E-01    -.16973E-03         .000      .000
    .110    -.76444E-05    -.76444E-05    -.24432E+00     .20776E-01    -.13238E-03         .000      .000
    .120    -.85197E-05    -.85197E-05    -.22999E+00     .16266E-01    -.21465E-03         .000      .000
    .130    -.11334E-04    -.11334E-04    -.33199E+00     .25329E-01    -.17330E-03         .000      .000
    .140    -.12509E-04    -.12509E-04    -.31876E+00     .19500E-01    -.23196E-03         .000      .000
    .150    -.14700E-04    -.14700E-04    -.37218E+00     .13086E-01     .22115E-04         .000      .000
    .160    -.13107E-04    -.13107E-04    -.21667E+00    -.86856E-02     .46988E-04         .000      .000
    .170    -.14493E-04    -.14493E-04    -.29178E+00     .23639E-01    -.20248E-03         .000      .000
    .180    -.17800E-04    -.17800E-04    -.44082E+00     .57605E-01    -.60583E-03         .000      .000
    .190    -.25478E-04    -.25478E-04    -.76304E+00     .90019E-01    -.73074E-03         .000      .000
    .200    -.32584E-04    -.32584E-04    -.94704E+00     .92975E-01    -.84727E-03         .000      .000
    .210    -.41138E-04    -.41138E-04    -.11656E+01     .91549E-01    -.64204E-03         .000      .000
    .220    -.45570E-04    -.45570E-04    -.11157E+01     .57678E-01    -.41638E-03         .000      .000
    .230    -.49487E-04    -.49487E-04    -.10830E+01     .44681E-01    -.24286E-03         .000      .000
    .240    -.51501E-04    -.51501E-04    -.96346E+00     .30671E-01    -.34098E-03         .000      .000
    .250    -.55910E-04    -.55910E-04    -.10026E+01     .33187E-01    -.37605E-03         .000      .000
    .260    -.58531E-04    -.58531E-04    -.92919E+00     .64283E-02    -.22596E-03         .000      .000
    .270    -.57741E-04    -.57741E-04    -.72212E+00    -.55721E-01     .66500E-03         .000      .000
    .280    -.45852E-04    -.45852E-04    -.46148E-01    -.14379E+00     .14637E-02         .000      .000
    .290    -.29398E-04    -.29398E-04     .59981E+00    -.17111E+00     .19308E-02         .000      .000
    .300    -.92577E-05    -.92577E-05     .12575E+01    -.17248E+00     .18469E-02         .000      .000
