


 TIME HISTORY FOR STORY NO.  1



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.15392E-05    -.15392E-05    -.80855E-01     .38576E-02     .11827E-03         .000      .000
    .020     .80737E-06     .80737E-06     .69949E-01    -.75137E-02    -.11824E-03         .000      .000
    .030    -.20566E-05    -.20566E-05    -.11185E+00     .14802E-01     .36857E-04         .000      .000
    .040    -.14145E-06    -.14145E-06     .28546E-01    -.31731E-02    -.14922E-03         .000      .000
    .050    -.35870E-05    -.35870E-05    -.17118E+00     .23219E-01    -.59399E-04         .000      .000
    .060    -.30033E-05    -.30033E-05    -.85716E-01     .12897E-01    -.31237E-03         .000      .000
    .070    -.80537E-05    -.80537E-05    -.33647E+00     .39190E-01    -.19518E-03         .000      .000
    .080    -.85410E-05    -.85410E-05    -.26271E+00     .24418E-01    -.40246E-03         .000      .000
    .090    -.14450E-04    -.14450E-04    -.51898E+00     .50111E-01    -.27902E-03         .000      .000
    .100    -.15854E-04    -.15854E-04    -.45558E+00     .36102E-01    -.50918E-03         .000      .000
    .110    -.22933E-04    -.22933E-04    -.73296E+00     .62329E-01    -.39715E-03         .000      .000
    .120    -.25559E-04    -.25559E-04    -.68998E+00     .48798E-01    -.64394E-03         .000      .000
    .130    -.34003E-04    -.34003E-04    -.99597E+00     .75988E-01    -.51990E-03         .000      .000
    .140    -.37526E-04    -.37526E-04    -.95627E+00     .58500E-01    -.69588E-03         .000      .000
    .150    -.44101E-04    -.44101E-04    -.11165E+01     .39258E-01     .66344E-04         .000      .000
    .160    -.39320E-04    -.39320E-04    -.65002E+00    -.26057E-01     .14096E-03         .000      .000
    .170    -.43480E-04    -.43480E-04    -.87533E+00     .70916E-01    -.60744E-03         .000      .000
    .180    -.53401E-04    -.53401E-04    -.13225E+01     .17281E+00    -.18175E-02         .000      .000
    .190    -.76435E-04    -.76435E-04    -.22891E+01     .27006E+00    -.21922E-02         .000      .000
    .200    -.97751E-04    -.97751E-04    -.28411E+01     .27893E+00    -.25418E-02         .000      .000
    .210    -.12341E-03    -.12341E-03    -.34969E+01     .27465E+00    -.19261E-02         .000      .000
    .220    -.13671E-03    -.13671E-03    -.33471E+01     .17303E+00    -.12491E-02         .000      .000
    .230    -.14846E-03    -.14846E-03    -.32489E+01     .13404E+00    -.72859E-03         .000      .000
    .240    -.15450E-03    -.15450E-03    -.28904E+01     .92013E-01    -.10230E-02         .000      .000
    .250    -.16773E-03    -.16773E-03    -.30078E+01     .99562E-01    -.11282E-02         .000      .000
    .260    -.17559E-03    -.17559E-03    -.27876E+01     .19285E-01    -.67789E-03         .000      .000
    .270    -.17322E-03    -.17322E-03    -.21664E+01    -.16716E+00     .19950E-02         .000      .000
    .280    -.13756E-03    -.13756E-03    -.13844E+00    -.43136E+00     .43910E-02         .000      .000
    .290    -.88194E-04    -.88194E-04     .17994E+01    -.51334E+00     .57924E-02         .000      .000
    .300    -.27773E-04    -.27773E-04     .37726E+01    -.51743E+00     .55406E-02         .000      .000
