


 TIME HISTORY FOR STORY NO.  6



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.51167E-06    -.29038E-09    -.47044E-05     .59934E-05    -.44668E-05         .000      .000
    .020    -.93675E-07    -.11367E-08    -.56163E-03     .17138E-03    -.17565E-04         .000      .000
    .030    -.84972E-06     .44136E-07    -.18555E-03    -.95018E-04    -.27393E-04         .000      .000
    .040    -.68912E-06     .10031E-06     .25111E-02    -.51339E-03    -.50515E-04         .000      .000
    .050    -.19250E-05     .67181E-07     .17438E-02    -.22807E-03    -.93742E-04         .000      .000
    .060    -.26434E-05     .11390E-07     .10563E-02    -.90151E-04    -.16042E-03         .000      .000
    .070    -.51558E-05    -.20425E-07     .69558E-03    -.83309E-04    -.23433E-03         .000      .000
    .080    -.73814E-05     .61308E-08     .25734E-02    -.46855E-03    -.32311E-03         .000      .000
    .090    -.11673E-04     .71882E-07     .57129E-02    -.12038E-02    -.42911E-03         .000      .000
    .100    -.16069E-04     .12738E-06     .12805E-01    -.26219E-02    -.56612E-03         .000      .000
    .110    -.23082E-04    -.84202E-08     .20338E-01    -.40182E-02    -.72946E-03         .000      .000
    .120    -.30776E-04    -.50551E-06     .28020E-01    -.52984E-02    -.92722E-03         .000      .000
    .130    -.41689E-04    -.15207E-05     .33113E-01    -.61181E-02    -.11441E-02         .000      .000
    .140    -.53696E-04    -.31232E-05     .37950E-01    -.68765E-02    -.13717E-02         .000      .000
    .150    -.68577E-04    -.53952E-05     .41109E-01    -.74628E-02    -.14363E-02         .000      .000
    .160    -.82263E-04    -.83823E-05     .45557E-01    -.83720E-02    -.14527E-02         .000      .000
    .170    -.98702E-04    -.12235E-04     .51760E-01    -.96129E-02    -.17907E-02         .000      .000
    .180    -.11910E-03    -.17349E-04     .55114E-01    -.91511E-02    -.24314E-02         .000      .000
    .190    -.14763E-03    -.24071E-04     .29967E-01    -.21338E-02    -.31615E-02         .000      .000
    .200    -.18213E-03    -.31410E-04    -.18537E-01     .76148E-02    -.38359E-02         .000      .000
    .210    -.22366E-03    -.37381E-04    -.42581E-01     .94547E-02    -.43087E-02         .000      .000
    .220    -.26769E-03    -.41104E-04    -.25490E-02    -.16142E-02    -.45963E-02         .000      .000
    .230    -.31588E-03    -.44063E-04     .85184E-01    -.19827E-01    -.49706E-02         .000      .000
    .240    -.36781E-03    -.49194E-04     .17787E+00    -.36070E-01    -.55532E-02         .000      .000
    .250    -.42730E-03    -.59377E-04     .22436E+00    -.41085E-01    -.62411E-02         .000      .000
    .260    -.49165E-03    -.75771E-04     .20013E+00    -.32471E-01    -.66367E-02         .000      .000
    .270    -.55706E-03    -.97242E-04     .12277E+00    -.16399E-01    -.61443E-02         .000      .000
    .280    -.61199E-03    -.12139E-03     .43552E-01    -.31139E-02    -.48907E-02         .000      .000
    .290    -.65422E-03    -.14666E-03    -.33798E-02     .32331E-02    -.34395E-02         .000      .000
    .300    -.68132E-03    -.17360E-03    -.43418E-01     .12059E-01    -.21439E-02         .000      .000
