


 TIME HISTORY FOR STORY NO.  5



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.51138E-06     .10352E-10    -.17501E-03     .57178E-04    -.43286E-05         .000      .000
    .020    -.92538E-07     .26710E-07     .32654E-03    -.33829E-03    -.18472E-04         .000      .000
    .030    -.89386E-06     .46334E-07     .32014E-02    -.36189E-03    -.35221E-04         .000      .000
    .040    -.78944E-06    -.19174E-07    -.64856E-03     .67266E-03    -.51282E-04         .000      .000
    .050    -.19922E-05    -.19947E-07     .16652E-02    -.13880E-03    -.88397E-04         .000      .000
    .060    -.26548E-05    -.42997E-07     .24019E-02    -.25345E-03    -.15489E-03         .000      .000
    .070    -.51354E-05    -.63363E-07     .56794E-02    -.79586E-03    -.23455E-03         .000      .000
    .080    -.73875E-05    -.12910E-06     .75882E-02    -.78717E-03    -.32742E-03         .000      .000
    .090    -.11745E-04    -.22843E-06     .14732E-01    -.13306E-02    -.43780E-03         .000      .000
    .100    -.16197E-04    -.52152E-06     .18708E-01    -.59545E-03    -.56476E-03         .000      .000
    .110    -.23074E-04    -.10345E-05     .25715E-01    -.48699E-03    -.70130E-03         .000      .000
    .120    -.30270E-04    -.19092E-05     .29998E-01     .63027E-04    -.85277E-03         .000      .000
    .130    -.40168E-04    -.31848E-05     .37633E-01    -.36194E-03    -.10151E-02         .000      .000
    .140    -.50573E-04    -.50261E-05     .41141E-01    -.45123E-04    -.11783E-02         .000      .000
    .150    -.63181E-04    -.74620E-05     .46923E-01    -.47192E-03    -.11752E-02         .000      .000
    .160    -.73881E-04    -.10667E-04     .48503E-01     .13552E-03    -.11138E-02         .000      .000
    .170    -.86467E-04    -.14821E-04     .45212E-01     .27419E-02    -.13528E-02         .000      .000
    .180    -.10175E-03    -.20049E-04     .16414E-01     .83687E-02    -.18373E-02         .000      .000
    .190    -.12356E-03    -.25510E-04    -.55364E-02     .50782E-02    -.24286E-02         .000      .000
    .200    -.15072E-03    -.30522E-04     .93379E-02    -.70544E-02    -.31380E-02         .000      .000
    .210    -.18628E-03    -.35404E-04     .51821E-01    -.15403E-01    -.38298E-02         .000      .000
    .220    -.22659E-03    -.41119E-04     .84609E-01    -.10398E-01    -.43033E-02         .000      .000
    .230    -.27182E-03    -.48371E-04     .10974E+00     .18090E-02    -.46207E-02         .000      .000
    .240    -.31861E-03    -.58003E-04     .11540E+00     .16090E-01    -.48254E-02         .000      .000
    .250    -.36793E-03    -.70421E-04     .10428E+00     .23094E-01    -.49123E-02         .000      .000
    .260    -.41588E-03    -.85606E-04     .81997E-01     .19570E-01    -.47071E-02         .000      .000
    .270    -.45982E-03    -.10330E-03     .58150E-01     .94727E-02    -.38241E-02         .000      .000
    .280    -.49061E-03    -.12354E-03     .12131E-01     .61027E-02    -.24099E-02         .000      .000
    .290    -.50756E-03    -.14640E-03    -.85872E-01     .19011E-01    -.85504E-03         .000      .000
    .300    -.50772E-03    -.17111E-03    -.26768E+00     .43173E-01     .68714E-03         .000      .000
