


 TIME HISTORY FOR STORY NO.  5



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.18721E-05    -.98610E-10    -.37926E-03     .28499E-03    -.35684E-03         .000      .000
    .020    -.72359E-05     .72875E-07    -.23361E-02     .18110E-03    -.75474E-03         .000      .000
    .030    -.17119E-04     .51884E-06     .99458E-02    -.41269E-02    -.11990E-02         .000      .000
    .040    -.31465E-04     .12789E-05     .45350E-01    -.97291E-02    -.17156E-02         .000      .000
    .050    -.51404E-04     .16591E-05     .85483E-01    -.93506E-02    -.22224E-02         .000      .000
    .060    -.75326E-04     .93030E-06     .11504E+00    -.32958E-02    -.25553E-02         .000      .000
    .070    -.10197E-03    -.13975E-05     .14246E+00     .22364E-02    -.27270E-02         .000      .000
    .080    -.12965E-03    -.59991E-05     .16048E+00     .67269E-02    -.28325E-02         .000      .000
    .090    -.15879E-03    -.13397E-04     .15653E+00     .99305E-02    -.29907E-02         .000      .000
    .100    -.19048E-03    -.23545E-04     .13111E+00     .97489E-02    -.34541E-02         .000      .000
    .110    -.22900E-03    -.35858E-04     .98184E-01     .47308E-02    -.42529E-02         .000      .000
    .120    -.27563E-03    -.49509E-04     .73398E-01    -.44327E-02    -.50804E-02         .000      .000
    .130    -.32994E-03    -.63872E-04     .78613E-01    -.14310E-01    -.57073E-02         .000      .000
    .140    -.38933E-03    -.79410E-04     .97433E-01    -.12786E-01    -.61957E-02         .000      .000
    .150    -.45258E-03    -.97231E-04     .88602E-01     .55404E-02    -.63022E-02         .000      .000
    .160    -.51305E-03    -.11784E-03     .41258E-01     .27366E-01    -.57225E-02         .000      .000
    .170    -.56596E-03    -.14101E-03    -.16195E-01     .37213E-01    -.48226E-02         .000      .000
    .180    -.60923E-03    -.16675E-03    -.10185E+00     .39672E-01    -.38382E-02         .000      .000
    .190    -.64231E-03    -.19419E-03    -.23373E+00     .37136E-01    -.27319E-02         .000      .000
    .200    -.66209E-03    -.22111E-03    -.37599E+00     .25874E-01    -.10916E-02         .000      .000
    .210    -.66150E-03    -.24530E-03    -.49818E+00     .13010E-01     .13458E-02         .000      .000
    .220    -.63396E-03    -.26571E-03    -.62400E+00     .16404E-01     .41525E-02         .000      .000
    .230    -.57949E-03    -.28168E-03    -.80765E+00     .43585E-01     .66440E-02         .000      .000
    .240    -.50584E-03    -.29095E-03    -.10472E+01     .71777E-01     .76966E-02         .000      .000
    .250    -.42910E-03    -.28901E-03    -.12473E+01     .64954E-01     .76776E-02         .000      .000
    .260    -.35535E-03    -.27093E-03    -.12804E+01     .85077E-02     .67440E-02         .000      .000
    .270    -.30088E-03    -.23480E-03    -.10839E+01    -.60464E-01     .38402E-02         .000      .000
    .280    -.28183E-03    -.18350E-03    -.78127E+00    -.79865E-01    -.38399E-04         .000      .000
    .290    -.30136E-03    -.12046E-03    -.40229E+00    -.61197E-01    -.38482E-02         .000      .000
    .300    -.35586E-03    -.50409E-04     .13455E+00    -.40140E-01    -.67824E-02         .000      .000
