


 TIME HISTORY FOR STORY NO.  6



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.25930E-05    -.83617E-09    -.45431E-05     .21896E-03    -.49451E-03         .000      .000
    .020    -.10033E-04    -.14419E-07    -.22152E-02     .12065E-02    -.10457E-02         .000      .000
    .030    -.23564E-04     .13839E-06    -.12249E-01     .36428E-02    -.16146E-02         .000      .000
    .040    -.42351E-04     .12164E-05    -.13380E-01     .26613E-02    -.21936E-02         .000      .000
    .050    -.67421E-04     .37532E-05     .26187E-01    -.73808E-02    -.27693E-02         .000      .000
    .060    -.97579E-04     .67181E-05     .10694E+00    -.23980E-01    -.32952E-02         .000      .000
    .070    -.13342E-03     .77630E-05     .19379E+00    -.39714E-01    -.38487E-02         .000      .000
    .080    -.17493E-03     .45827E-05     .25875E+00    -.50085E-01    -.45128E-02         .000      .000
    .090    -.22432E-03    -.44514E-05     .28383E+00    -.51899E-01    -.53675E-02         .000      .000
    .100    -.28365E-03    -.19919E-04     .25577E+00    -.42931E-01    -.66345E-02         .000      .000
    .110    -.35796E-03    -.40893E-04     .17626E+00    -.24860E-01    -.81897E-02         .000      .000
    .120    -.44658E-03    -.64936E-04     .71326E-01    -.40452E-02    -.94857E-02         .000      .000
    .130    -.54566E-03    -.88818E-04    -.11425E-01     .88805E-02    -.10182E-01         .000      .000
    .140    -.64920E-03    -.11014E-03    -.85355E-02     .24108E-02    -.10577E-01         .000      .000
    .150    -.75645E-03    -.12981E-03     .94948E-01    -.21567E-01    -.10745E-01         .000      .000
    .160    -.86281E-03    -.15242E-03     .21922E+00    -.43241E-01    -.10515E-01         .000      .000
    .170    -.96644E-03    -.18281E-03     .25679E+00    -.44205E-01    -.10187E-01         .000      .000
    .180    -.10661E-02    -.22251E-03     .17653E+00    -.23000E-01    -.97140E-02         .000      .000
    .190    -.11591E-02    -.26979E-03    -.91040E-02     .17250E-01    -.87658E-02         .000      .000
    .200    -.12370E-02    -.32026E-03    -.27536E+00     .69898E-01    -.65091E-02         .000      .000
    .210    -.12833E-02    -.36734E-03    -.55044E+00     .11806E+00    -.24434E-02         .000      .000
    .220    -.12826E-02    -.40480E-03    -.73516E+00     .14402E+00     .25996E-02         .000      .000
    .230    -.12330E-02    -.43061E-03    -.80326E+00     .15047E+00     .71344E-02         .000      .000
    .240    -.11477E-02    -.44733E-03    -.87246E+00     .16782E+00     .93386E-02         .000      .000
    .250    -.10506E-02    -.45645E-03    -.11063E+01     .22366E+00     .10233E-01         .000      .000
    .260    -.94336E-03    -.45134E-03    -.15154E+01     .30662E+00     .11029E-01         .000      .000
    .270    -.83346E-03    -.41686E-03    -.18454E+01     .35448E+00     .10765E-01         .000      .000
    .280    -.73028E-03    -.34005E-03    -.17401E+01     .30546E+00     .98227E-02         .000      .000
    .290    -.64011E-03    -.22284E-03    -.11384E+01     .16893E+00     .79658E-02         .000      .000
    .300    -.57336E-03    -.80634E-04    -.22912E+00    -.14774E-01     .54016E-02         .000      .000
