


 TIME HISTORY FOR STORY NO.  5



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.17387E-05     .35195E-10    -.59502E-03     .19441E-03    -.14717E-04         .000      .000
    .020    -.31463E-06     .90814E-07     .11102E-02    -.11502E-02    -.62805E-04         .000      .000
    .030    -.30391E-05     .15754E-06     .10885E-01    -.12304E-02    -.11975E-03         .000      .000
    .040    -.26841E-05    -.65191E-07    -.22051E-02     .22870E-02    -.17436E-03         .000      .000
    .050    -.67735E-05    -.67821E-07     .56616E-02    -.47194E-03    -.30055E-03         .000      .000
    .060    -.90262E-05    -.14619E-06     .81663E-02    -.86173E-03    -.52662E-03         .000      .000
    .070    -.17460E-04    -.21543E-06     .19310E-01    -.27059E-02    -.79746E-03         .000      .000
    .080    -.25118E-04    -.43895E-06     .25800E-01    -.26764E-02    -.11132E-02         .000      .000
    .090    -.39934E-04    -.77666E-06     .50088E-01    -.45241E-02    -.14885E-02         .000      .000
    .100    -.55068E-04    -.17732E-05     .63606E-01    -.20245E-02    -.19202E-02         .000      .000
    .110    -.78451E-04    -.35173E-05     .87432E-01    -.16558E-02    -.23844E-02         .000      .000
    .120    -.10292E-03    -.64912E-05     .10199E+00     .21429E-03    -.28994E-02         .000      .000
    .130    -.13657E-03    -.10828E-04     .12795E+00    -.12306E-02    -.34512E-02         .000      .000
    .140    -.17195E-03    -.17089E-04     .13988E+00    -.15342E-03    -.40063E-02         .000      .000
    .150    -.21482E-03    -.25371E-04     .15954E+00    -.16045E-02    -.39957E-02         .000      .000
    .160    -.25119E-03    -.36267E-04     .16491E+00     .46078E-03    -.37869E-02         .000      .000
    .170    -.29399E-03    -.50391E-04     .15372E+00     .93225E-02    -.45994E-02         .000      .000
    .180    -.34594E-03    -.68165E-04     .55807E-01     .28454E-01    -.62468E-02         .000      .000
    .190    -.42010E-03    -.86733E-04    -.18824E-01     .17266E-01    -.82574E-02         .000      .000
    .200    -.51245E-03    -.10377E-03     .31749E-01    -.23985E-01    -.10669E-01         .000      .000
    .210    -.63335E-03    -.12037E-03     .17619E+00    -.52369E-01    -.13021E-01         .000      .000
    .220    -.77039E-03    -.13981E-03     .28767E+00    -.35354E-01    -.14631E-01         .000      .000
    .230    -.92419E-03    -.16446E-03     .37310E+00     .61507E-02    -.15710E-01         .000      .000
    .240    -.10833E-02    -.19721E-03     .39236E+00     .54705E-01    -.16406E-01         .000      .000
    .250    -.12510E-02    -.23943E-03     .35455E+00     .78519E-01    -.16702E-01         .000      .000
    .260    -.14140E-02    -.29106E-03     .27879E+00     .66538E-01    -.16004E-01         .000      .000
    .270    -.15634E-02    -.35121E-03     .19771E+00     .32207E-01    -.13002E-01         .000      .000
    .280    -.16681E-02    -.42004E-03     .41247E-01     .20749E-01    -.81936E-02         .000      .000
    .290    -.17257E-02    -.49776E-03    -.29197E+00     .64638E-01    -.29071E-02         .000      .000
    .300    -.17263E-02    -.58178E-03    -.91013E+00     .14679E+00     .23363E-02         .000      .000
