


 TIME HISTORY FOR STORY NO.  5



    TIME   DISPLACEMENT    STORY DRIFT    STORY SHEAR   ACCELERATION     VELOCITY          DAMAGE    DAMAGE
                                                                                          BEAM-SLAB  COL-WALL

    .000     .00000E+00     .00000E+00     .00000E+00     .00000E+00     .00000E+00         .000      .000
    .010    -.22501E-05     .45547E-10    -.77003E-03     .25158E-03    -.19046E-04         .000      .000
    .020    -.40717E-06     .11752E-06     .14368E-02    -.14885E-02    -.81277E-04         .000      .000
    .030    -.39330E-05     .20387E-06     .14086E-01    -.15923E-02    -.15497E-03         .000      .000
    .040    -.34735E-05    -.84365E-07    -.28537E-02     .29597E-02    -.22564E-03         .000      .000
    .050    -.87657E-05    -.87768E-07     .73268E-02    -.61074E-03    -.38895E-03         .000      .000
    .060    -.11681E-04    -.18918E-06     .10568E-01    -.11152E-02    -.68151E-03         .000      .000
    .070    -.22596E-04    -.27880E-06     .24989E-01    -.35018E-02    -.10320E-02         .000      .000
    .080    -.32505E-04    -.56806E-06     .33388E-01    -.34636E-02    -.14407E-02         .000      .000
    .090    -.51679E-04    -.10051E-05     .64819E-01    -.58547E-02    -.19263E-02         .000      .000
    .100    -.71265E-04    -.22947E-05     .82314E-01    -.26200E-02    -.24849E-02         .000      .000
    .110    -.10152E-03    -.45518E-05     .11315E+00    -.21428E-02    -.30857E-02         .000      .000
    .120    -.13319E-03    -.84003E-05     .13199E+00     .27732E-03    -.37522E-02         .000      .000
    .130    -.17674E-03    -.14013E-04     .16559E+00    -.15925E-02    -.44663E-02         .000      .000
    .140    -.22252E-03    -.22115E-04     .18102E+00    -.19854E-03    -.51847E-02         .000      .000
    .150    -.27800E-03    -.32833E-04     .20646E+00    -.20765E-02    -.51709E-02         .000      .000
    .160    -.32507E-03    -.46933E-04     .21341E+00     .59631E-03    -.49007E-02         .000      .000
    .170    -.38045E-03    -.65211E-04     .19893E+00     .12064E-01    -.59522E-02         .000      .000
    .180    -.44768E-03    -.88214E-04     .72221E-01     .36822E-01    -.80841E-02         .000      .000
    .190    -.54366E-03    -.11224E-03    -.24360E-01     .22344E-01    -.10686E-01         .000      .000
    .200    -.66317E-03    -.13430E-03     .41087E-01    -.31039E-01    -.13807E-01         .000      .000
    .210    -.81963E-03    -.15578E-03     .22801E+00    -.67772E-01    -.16851E-01         .000      .000
    .220    -.99698E-03    -.18092E-03     .37228E+00    -.45753E-01    -.18935E-01         .000      .000
    .230    -.11960E-02    -.21283E-03     .48283E+00     .79597E-02    -.20331E-01         .000      .000
    .240    -.14019E-02    -.25521E-03     .50776E+00     .70795E-01    -.21232E-01         .000      .000
    .250    -.16189E-02    -.30985E-03     .45883E+00     .10161E+00    -.21614E-01         .000      .000
    .260    -.18299E-02    -.37667E-03     .36079E+00     .86108E-01    -.20711E-01         .000      .000
    .270    -.20232E-02    -.45451E-03     .25586E+00     .41680E-01    -.16826E-01         .000      .000
    .280    -.21587E-02    -.54359E-03     .53378E-01     .26852E-01    -.10604E-01         .000      .000
    .290    -.22333E-02    -.64415E-03    -.37784E+00     .83649E-01    -.37622E-02         .000      .000
    .300    -.22340E-02    -.75290E-03    -.11778E+01     .18996E+00     .30234E-02         .000      .000
